idx,rfq_id,item_raw,original_text,old_match_status,old_external_code,v3_decision,v3_external_code,v3_confidence,v3_reason,v4_decision,v4_external_code,v4_confidence,v4_reason,v3_v4_same,candidate_count
"249","31d9e47e-2f75-4b4e-9819-6130d2e1fb52","Zaslonkanın bu işarələnən dişi lazımdı","Zaslonkanın bu işarələnən dişi lazımdı","","","select","MU-034","high","Buyer requests 'zaslonkanÄ±n diÅi' exactly matching candidate MU-034","select","MU-034","high","ZaslonkanÄ±n diÅi means throttle body part, matches candidate MU-034","yes","9"
"250","962aacc3-a238-49ac-86f7-568f1ee91dab","Rulavoy nasos varsa qiymətini yazın","Rulavoy nasos varsa qiymətini yazın 
Yenisi və ya islenmis","single_match","SU-010","unknown","","high","No candidate matches 'Rulavoy nasos' (power steering pump) exactly","unknown","","high","No steering pump (rulavoy nasos) candidate present","yes","10"
"251","53c5cc87-99e3-4bda-99a6-603e5215dc8a","Klimat kontrol temperatur","Klimat kontrol temperatur","single_match","EL-019","select","EL-019","high","Klimat kontrol temperatur matches climate control unit exactly","select","EL-019","high","Klimat kontrol temperatur matches climate control unit exactly","yes","8"
"252","8b950183-b05c-423a-9c51-f08ed17a9072","Krlo","1999 cu il W 202 2.3 kampressor 
Kaport
Krlo
Absofka
Fara 2 eded
Padfanik 2eded
Qabaq bufer zbor
Kondisonerin radyatoru  per ile birlikde
Buferin arxa sverleri
Su radiyatoru
Karopkadan gelen turba ve slank
Radiyatorun alt paturufkasi
Sag qapi 
Sag guzgu","ambiguous","","select","KZ-027","high","Krlo means wing/fender, matches candidate 'KrÄ±lo (qanad)' exactly","select","KZ-027","high","Krlo means wing/fender, matches candidate KZ-027 exactly","yes","14"
"253","6dc8a54a-f310-4e50-91d3-ba8b68a91dc6","Arxa və qabaq Naklatka","Arxa və qabaq Naklatka lazımdl Orginal HİQ . Səs küy etsə problrm olsa qaytaracam. Bir iki dəfə zay şey olub qaytarılıb","single_match","EY-001","select","EY-001","high","Naklatka means brake pad, matches exactly candidate EY-001","select","EY-001","high","Naklatka means brake pad, matches candidate EY-001 exactly","yes","20"
"255","a17d1139-ce8b-499f-a945-ad4794d03252","arxa qabaq hi-q nakladka","Salam mənə arxa qabaq hi-q nakladka lazımdı","single_match","EY-001","select","EY-001","high","Nakladka means brake pad, matches exactly requested 'nakladka'","select","EY-001","high","Nakladka means brake pad, matches candidate EY-001 exactly","yes","19"
"256","f17f938a-487a-4785-90c2-8200fb38f76b","qabag sag fara","Arxa baqaj, arxa bufer, qabag sag fara, qabag bufer","single_match","KZ-005","select","KZ-005","high","Buyer requests front right headlight (fara), candidate matches exactly","select","KZ-005","high","Exact match for 'qabag sag fara' (front right headlight)","yes","23"
"257","414e725f-dd67-4a2e-b2bd-c184f56cf4cf","Radiator bacokun qapaqi","Salam. Radiator bacokun qapaqi. Solda olan qara rengli","single_match","SO-008","select","SO-032","high","Requested radiator expansion tank cap matches 'BaÃ§ok qapaÄÄ±' exactly","select","SO-032","high","Radiator expansion tank cap matches 'Radiator bacokun qapaqi' exactly","yes","24"
"258","374edab5-e871-4b1b-b0cb-c89fcab55e30","Üst praklatka","Üst praklatka","single_match","MU-014","select","MU-014","high","Ãst praklatka means upper gasket, matches Ãst kriÅka praklatkasÄ± exactly","select","MU-014","high","Ãst praklatka matches valve cover gasket (Ãst kriÅka praklatkasÄ±)","yes","19"
"259","3c2482a9-f25d-4e26-8cc1-f8e91831de59","Kemerin roliki","Kemerin roliki.","single_match","MU-023","select","MU-023","high","Kemerin roliki clearly means belt roller (idler/tensioner roller).","select","MU-023","high","Kemerin roliki means belt roller/idler pulley","yes","7"
"260","eae02b93-b72a-4985-ad02-b0729cda0cbf","arxa qapi","2025 hyundai sonata sag arxa qapi qara reng perdeli","single_match","KZ-015","select","KZ-015","high","arxa qapi means rear door assembly, matches candidate QapÄ± (polotno)","select","KZ-015","high","Exact match for rear door assembly (arxa qapi)","yes","19"
"261","4d4c9eeb-9e1c-45f0-9586-29785e58f761","peredoxranitel blokunun qapagi","Kapot altindaki peredoxranitel blokunun qapagi","single_match","EL-028","select","RG-10","high","Requested cover of fuse block matches candidate 'Qoruyucu bloku qapaÄÄ±' exactly","select","RG-10","high","Exact match for fuse block cover (peredoxranitel blokunun qapagi)","yes","24"
"262","21730599-d0bc-49ad-b5b8-945b3bad8399","qabağ sol tərəf qranatı  iç və çöl","Hunday tukson 2006 sadə 2 mator tək qabağ çək 
 1- qabağ sol tərəf qranatı  iç və çöl
2- konsaner kompressor matoru  təzə
3- arxa sol sağ usdubçiyanın paçeniki","single_match","AS-008","select","AS-008","high","Requested 'qranat iÃ§ vÉ Ã§Ã¶l' matches exactly candidate 'Qranat (SHRUS)'","select","AS-008","high","qranatÄ± iÃ§ vÉ Ã§Ã¶l matches Qranat (SHRUS) exactly","yes","19"
"263","af8d34ed-56bf-4798-9406-32264bbe2662","Мотор стеклоочистителя","Мотор стеклоочистителя","single_match","EL-072","select","EL-072","high","Exact match for 'ÐÐ¾ÑÐ¾Ñ ÑÑÐµÐºÐ»Ð¾Ð¾ÑÐ¸ÑÑÐ¸ÑÐµÐ»Ñ' is motor of windshield wiper","select","EL-072","high","Exact match for windshield wiper motor (Ð´Ð²Ð¾ÑÐ½Ð¸Ðº Ð¼Ð¾ÑÐ¾Ñ)","yes","9"
"264","623396a1-e905-4796-89a5-64d29fd7c6f3","Tayota Prado Zavod Tavan Manitoru","Salam Mene Tayota Prado Zavod Tavan Manitoru Lazimdir kimde var ve neciyedir","ambiguous","","unknown","","high","Requested 'Tavan Manitoru' (roof monitor) not matched by any candidate","unknown","","high","No candidate matches 'Zavod Tavan Manitoru' (factory roof monitor) exactly","yes","11"
"265","562a9981-2f9b-4678-8591-b96bf64a0d67","Arxa sol stop","Arxa sol stop,","single_match","KZ-007","select","KZ-007","high","Arxa sol stop clearly means rear left stop light","select","KZ-007","high","Arxa sol stop matches rear left stop lamp exactly","yes","9"
"266","574464c5-5bf5-4343-b344-bc7cabf8ea19","farsunka","Camry- farsunka","single_match","MU-035","select","MU-035","high","Buyer requests 'farsunka' = fuel injector, matches candidate MU-035 exactly","select","MU-035","high","farsunka means fuel injector (ÑÐ¾ÑÑÑÐ½ÐºÐ°) exactly","yes","8"
"267","892b7ba2-de08-423f-8be2-fb0ce876edc4","qapilarin obşivkasi qara","Salam komplekta qapilarin obşivkasi qara 2013 L405","single_match","KZ-019","select","KZ-019","high","Qapilarin obÅivkasi means door trim panel, matches candidate QapÄ± kartasÄ±","select","KZ-019","high","Qapilarin obÅivkasi matches door trim (QapÄ± kartasÄ±) exactly","yes","18"
"268","be6c72b8-2ac3-42b6-a44b-0694f8ea020b","sükan ucluğu","Salam
Orijinal ön sol Prujina
Orijinal ön sol alt qollar
Orijinal ön sol Şaravoy
Orijinal ön sol Sükan dartısı və sükan ucluğu
Orijinal ön sol Povorot yumruğu
Orijinal ön sol Stupitsa və stupitsa podşipniki
Orijinal ön sol Ön yarımox/ŞRUS","single_match","SU-001","select","SU-001","high","sÃ¼kan ucluÄu matches exactly the steering tie rod end (nakonechnik)","select","SU-001","high","Exact match for 'sÃ¼kan ucluÄu' (steering tie rod end)","yes","12"
"269","18bd8ab3-0b3a-461b-9047-40397ced56a9","arxa yük bölməsi pencere amartizator","Hyundai Tucson 2008 lyuk sol salaska,eynək
qabı qapağı,yan güzgülər mexanizim,arxa yük bölməsi pencere amartizator, arxa yük bölməsi amarizator","single_match","AS-001","select","AS-001","high","Requested part is rear cargo window shock absorber (amortizator) matching candidate AS-001","select","AS-001","high","Exact match for 'amartizator' (shock absorber) in rear cargo window context","yes","11"
"270","f367af36-5a7c-40a7-ad39-307ec3076690","Arxa əyləc bəndləri","Arxa əyləc bəndləri","single_match","EY-001","select","EY-001","high","Arxa ÉylÉc bÉndlÉri means rear brake pads exactly matching EY-001","select","EY-001","high","Arxa ÉylÉc bÉndlÉri means rear brake pads matching EY-001 exactly","yes","14"
"271","a9164c55-ad6e-40de-97cb-957dba142511","Prakladka","Prakladka","no_match","","unknown","","high","Prakladka means gasket/seal, no exact gasket candidate named simply 'Prakladka' present","unknown","","high","Prakladka is generic gasket; no specific gasket candidate clearly matches","yes","14"
"272","3a1f00bb-fe6a-43f9-9506-689bd2125888","mator paduşkaları","Rulavoyun butulkası,sol alt şaravoy,mator paduşkaları","single_match","MU-017","select","MU-017","high","mator paduÅkalarÄ± means engine mount, matches ÐÐ¾Ð´ÑÑÐºÐ° Ð´Ð²Ð¸Ð³Ð°ÑÐµÐ»Ñ exactly","select","MU-017","high","mator paduÅkalarÄ± means engine mount (motor mount)","yes","24"
"273","fea7e2aa-dea4-47c7-92ab-ed51945858f5","Qazın trosu","Qazın trosu","single_match","MU-072","select","MU-072","high","QazÄ±n trosu means throttle/gas cable, matches 'Qaz trosu (akselerator trosu)'","select","MU-072","high","QazÄ±n trosu means throttle/gas cable matching MU-072 exactly","yes","8"
"274","624821a8-4c60-4361-8b39-448a7ebb6a2d","Eylec bendleri","Eylec bendleri chery tiggo2 pro","single_match","EY-001","select","EY-001","high","Eylec bendleri means brake pads, matching candidate EY-001 exactly","select","EY-001","high","Eylec bendleri means brake pads, matching EY-001 exactly","yes","14"
"275","7290a832-02e7-4153-b276-1ec15f40c8d8","Antifreeze","Antifreeze","single_match","SR-007","select","SR-007","high","Exact match for antifreeze liquid requested","select","SR-007","high","Antifreeze is cooling liquid, matches candidate SR-007 exactly","yes","8"
"276","121da91c-3cef-4221-ac27-4c3b625c1fe7","Vakumun trupkası laızmdır. Şəkildə olan. Üstündə olan kod 0261232017","Vakumun trupkası laızmdır. Şəkildə olan. Üstündə olan kod 0261232017","single_match","EY-006","unknown","","high","No candidate matches 'vakumun trupkasÄ±' (vacuum hose/pipe) exactly","select","EY-006","high","Vakumun trupkasÄ± matches vacuum booster (vakum tormoz gÃ¼clÉndiricisi)","no","22"
"277","5a168b5e-f195-4b87-9918-46f6f4f33173","Fara","Fara","single_match","KZ-005","select","KZ-005","high","Buyer requests generic 'Fara' meaning main headlight only","select","KZ-005","high","Exact match for general 'Fara' (headlight)","yes","16"
"278","f104f745-d9db-4c05-a23a-f5ac036a6c94","kalektoru","Opel Astra h 2006 1.4 kalektoru","single_match","MU-032","select","MU-032","high","kalektoru means kollektoru (manifold), matches 'Hava kollektoru' exactly","select","MU-032","high","kalektoru matches 'hava kollektoru' (intake manifold) exactly","yes","14"
"280","1f1ab296-bee3-47a4-b9ba-a5953fa8e4e5","Ön Bufer","Ön Bufer","single_match","KZ-001","select","KZ-001","high","Ãn Bufer means front bumper, matches candidate KZ-001 Bufer exactly","select","KZ-001","high","Exact match for 'Ãn Bufer' (front bumper) as main bumper part","yes","13"
"281","29b63767-742f-4684-aac8-36710fdc8f2d","şunur pravodka","Restalıqdi həmin şunur pravodkada iki deşik var","single_match","EL-032","select","EL-032","high","Åunur pravodka means wiring harness, matches candidate EL-032 exactly","select","EL-032","high","Åunur pravodka matches wiring harness (naqillÉr/ÅtekerlÉr) exactly","yes","11"
"282","6381cee0-d1fb-47e4-aa89-8ad5070d8b79","Ön buferin üst paneli","Ön buferin üst paneli","no_match","","unknown","","high","No candidate matches 'Ãn buferin Ã¼st paneli' exactly or as a subpart","unknown","","high","No candidate matches 'Ãn buferin Ã¼st paneli' exactly","yes","24"
"283","360e02f3-deba-4366-a132-c417d36e1be4","Vozduxamer (maf)","Vozduxamer (maf)","single_match","MU-033","select","MU-033","high","Vozduxamer (maf) is exactly MAF sensor (air flow sensor)","select","MU-033","high","Exact match for Vozduxamer (MAF sensor) in candidates","yes","6"
"284","c2c0e914-1431-4314-acca-f8d61f9c5616","qabaq naklatka","Fiat tipo 2017 qabaq naklatka","single_match","EY-001","select","EY-001","high","Buyer requests front brake pad (qabaq naklatka) matching candidate brake pad","select","EY-001","high","qabaq naklatka means front brake pad, matches brake pad candidate EY-001","yes","16"
"285","d1bfe773-16ec-4d1a-9309-9a11fae76ed7","Radiator dəmir borusu","Radiator dəmir borusu","no_match","","select","SO-009","high","Exact match for 'Radiator dÉmir borusu' as cooling hose/pipe","select","SO-009","high","Exact match for radiator metal hose (radiator dÉmir borusu)","yes","24"
"286","0e7c3bab-bffc-4464-9f5f-696ecf2be4c7","yaylar","Tayota avensis 2007 universal arxa amarizator və yaylar hər iki tərəf üçün","single_match","AS-004","select","AS-004","high","Buyer requests 'yaylar' (springs), candidate AS-004 matches 'Purjun (prujin)' springs","select","AS-004","high","yaylar means suspension springs matching AS-004 prujina","yes","17"
"287","4d105589-3d5c-40c1-9b7f-b8a249351209","Torbonun yağlama durbası","Torbonun yağlama durbası","no_match","","select","MU-037","high","Exact match for 'Torbonun yaÄlama durbasÄ±' as turbo lubrication pipe","select","MU-037","high","Exact match for 'torbonun yaÄlama durbasÄ±' as turbo oil pipe","yes","22"
"288","4ceb3c37-eb8e-4cb7-9ade-cf614c304c4b","qapı spoller","Kia sportage 2006 qapı spoller","single_match","KZ-036","unknown","","high","No candidate matches 'qapÄ± spoller' (door spoiler) exactly or semantically","unknown","","high","No candidate matches 'qapÄ± spoller' (door spoiler) specifically","yes","22"
"289","cc1766eb-3e01-4029-944d-e5e33a9f7dce","Kia Ceed 2006 Heçbek","Kia Ceed 2006 Heçbek","","","unknown","","high","No specific spare part requested, only car model and body type","unknown","","high","No specific spare part requested beyond vehicle model","yes","5"
"290","e326487c-887c-4e56-a1ad-5e3729759e4a","farsunka","Bu masşın üçün farsunka var ? Tezesı necıyedır ?","single_match","MU-035","select","MU-035","high","Buyer requests 'farsunka' meaning fuel injector, matches candidate MU-035 exactly","select","MU-035","high","farsunka means fuel injector, matches candidate MU-035 exactly","yes","8"
"291","a007b3d2-8832-4769-8926-1bd82f352514","Matorun rem kamplekt salniklari","Matorun rem kamplekt salniklari.su pompası","single_match","TR-014","select","MU-086","high","Requested head object is 'salnik' (seal) for motor; candidate MU-086 matches exactly","select","MU-086","high","Salnik (seal) matches 'rem kamplekt salniklari' exactly","yes","24"
"292","a680523c-e268-455b-8237-af0af0dd6d86","311110M000 Kantli sonatanin 2 motor benzonasos Nasosun ozu lazimdi","311110M000
Kantli sonatanin 2 motor benzonasos
Nasosun ozu lazimdi","no_match","","select","YA-001","high","Buyer requests benzin nasosu (fuel pump) itself, candidate matches exactly","select","YA-001","high","Request is for fuel pump itself (benzonasos nasosun ozu)","yes","24"
"293","85a9f5a2-2004-4409-bcd3-e0ff3aa44c4f","Salam. Dodge durango arxa sagh teker uchun padkrilnik lazimdir.","Salam. Dodge durango arxa sagh teker uchun padkrilnik lazimdir.","","","select","KZ-029","high","Buyer requests 'padkrilnik' (wheel arch liner) for rear right wheel","select","KZ-029","high","Padkrilnik means wheel arch liner (Ð¿Ð¾Ð´ÐºÑÑÐ»Ð¾Ðº) for rear right wheel","yes","24"
"294","dcb7cfe8-c326-40ea-90a8-cd5989fd4f26","Qabağ kirişka sine demiri","Qabağ kirişka sine demiri","no_match","","unknown","","high","Requested 'sine demiri' (radiator support bar) not in candidates list","unknown","","high","No candidate matches 'QabaÄ kiriÅka sine demiri' (front beam sine iron) exactly","yes","21"
"295","caf3a47a-46d6-47f5-96af-17e9f3f6353c","Katalizatorun daciki","Katalizatorun daciki","single_match","EG-002","select","EG-002","high","Katalizatorun daciki means oxygen sensor (lambda sensor) of catalytic converter","select","EG-002","high","Katalizatorun daciki matches katalizator oksigen datÃ§iki (lambda zond)","yes","10"
"296","4e507676-fce2-4331-91b8-0c6c8d967dea","rulovoy","Salam
Orijinal ön kapot
Orijinal ön sol fara
Orijinal ön sol krılo
Orijinal ön tam bumper
Orijinal ön sol təkər içi çuxol 
Orijinal ön sol amortizator
Orijinal rulovoy
Orijinal sol  Ön amortizator komplekti
Orijinal ön sol amortizatorun üst dayağı","ambiguous","","select","SU-004","high","rulovoy means steering column, matches 'Rulavoy kalonka' exactly","select","SU-004","high","rulovoy means steering column, matches 'Rulavoy kalonka' exactly","yes","11"
"297","8cc31af1-6b2c-44c3-b0d7-809931d972c6","Karopka(elektron)","Karopka(elektron)","no_match","","unknown","","high","No candidate matches 'Karopka(elektron)' as a whole electronic gearbox","unknown","","high","Karopka(elektron) unclear; no exact electronic gearbox part candidate","yes","24"
"298","47b9e4c8-5475-42ed-8289-8be59adffedd","radyatorun su bacoku","Matorun üsd qapağı, radyatorun su bacoku, gidravikin yağ bacoku, gidrosluter, qoruyucu blokun qapağı, patpıresin su bacoku","single_match","SO-008","select","SU-014","high","radyatorun su bacoku = power steering fluid reservoir (rulevoy baÃ§oku)","select","EL-057","high","radyatorun su bacoku means radiator washer fluid reservoir","no","22"
"299","16506c38-6d82-45d7-bd4b-e2b7f77072a6","Ön patpres","Ön patpres lazımdır ya üstən çıxma orginal olsun yada yeni olsun","single_match","KZ-011","select","KZ-011","high","Ãn patpres means front windshield glass, matches candidate KZ-011 exactly","select","KZ-011","high","Ãn patpres means front windshield glass","yes","9"
"300","9154ffa0-97ca-495c-89df-4e33b12d6328","Arxa nömrə plafonu","Arxa nömrə plafonu","no_match","","unknown","","high","No candidate matches 'plafon' (light fixture) for rear license plate","unknown","","high","No candidate matches 'rear license plate light' (plafonu) exactly","yes","16"
"301","62039e16-f93e-4fb9-8a0c-797fc42db533","volkswagen touareg vozduxamer Orginal","volkswagen touareg vozduxamer Orginal","","","select","MU-033","high","vozduxamer means MAF sensor, candidate MU-033 matches exactly","select","MU-033","high","vozduxamer matches MAF sensor exactly","yes","8"
"302","56ad9705-07b1-4e6b-9505-6101f46784a8","dumanlı","Rs Sol dumanlı","single_match","KZ-006","select","KZ-006","high","Buyer requests fog light (dumanlÄ± = fog lamp), matches 'Duman fara' exactly","select","KZ-006","high","dumanlÄ± means fog light, matches 'Duman fara' (fog lamp) exactly","yes","6"
