external_code,category,category_slug,name_az,name_ru,synonyms,synonyms_count,name_terms,name_terms_count,requires_side,requires_direction,requires_location,is_active,created_at
EL-022,Моторы стёкол/люка/зеркал,electrical-motors,Baqaj/yanacaq açma düyməsi,Кнопка открытия багажника/лючка,кнопка открытия багажника; кнопка открытия лючка; baqaj açma düyməsi; yanacaq açma düyməsi; baqaj düyməsi; baqaj acma duymesi; yanacaq acma duymesi; baqaj duymesi; baqaj yanacaq acma duymesi; baqajduymesi,10,Baqaj/yanacaq açma düyməsi; Кнопка открытия багажника/лючка; baqaj yanacaq açma düyməsi; кнопка открытия багажника лючка; кнопка открытия багажника; кнопка открытия лючка; baqaj açma düyməsi; yanacaq açma düyməsi; baqaj düyməsi; baqaj acma duymesi; yanacaq acma duymesi; baqaj duymesi; baqaj yanacaq acma duymesi; baqajduymesi,14,No,No,No,Yes,2026-07-21 14:10:44
EL-048,Моторы стёкол/люка/зеркал,electrical-motors,Güzgü tənzimləmə düyməsi,Кнопка регулировки зеркал,güzgü idarəedicisi; guzgu idareedicisi; guzgu tenzimleme duymesi; guzguidareedicisi,4,Güzgü tənzimləmə düyməsi; Кнопка регулировки зеркал; güzgü idarəedicisi; guzgu idareedicisi; guzgu tenzimleme duymesi; guzguidareedicisi,6,No,No,No,Yes,2026-07-21 14:10:44
EL-003,Моторы стёкол/люка/зеркал,electrical-motors,Şüşəqaldıran düyməsi/blok,Кнопка/блок стеклоподъёмника,кнопка стеклоподъёмника; блок стеклоподъёмника; şüşəqaldıran blok; şüşəqaldıran düyməsi; şüşə qaldıran düymə bloku; şüşəqaldıran düymə bloku; şüşə qaldıran bloku; şüşə qaldıran knopka bloku; şüşə ayna qaldıran düymə bloku; şüşə qaldıranın düymə bloku; şüşə qaldıran düyməsi; şüşə qaldıran blok; suseqaldiran blok; suseqaldiran duymesi; suse qaldiran duyme bloku; suseqaldiran duyme bloku; suse qaldiran bloku; suse qaldiran knopka bloku; suse ayna qaldiran duyme bloku; suse qaldiranin duyme bloku; suse qaldiran duymesi; suse qaldiran blok; suseqaldiran duymesi blok; кнопкастеклоподъёмника; блокстеклоподъёмника; suseqaldiranblok; suseqaldiranduymesi,27,Şüşəqaldıran düyməsi/blok; Кнопка/блок стеклоподъёмника; şüşəqaldıran düyməsi blok; кнопка блок стеклоподъёмника; кнопка стеклоподъёмника; блок стеклоподъёмника; şüşəqaldıran blok; şüşəqaldıran düyməsi; şüşə qaldıran düymə bloku; şüşəqaldıran düymə bloku; şüşə qaldıran bloku; şüşə qaldıran knopka bloku; şüşə ayna qaldıran düymə bloku; şüşə qaldıranın düymə bloku; şüşə qaldıran düyməsi; şüşə qaldıran blok; suseqaldiran blok; suseqaldiran duymesi; suse qaldiran duyme bloku; suseqaldiran duyme bloku; suse qaldiran bloku; suse qaldiran knopka bloku; suse ayna qaldiran duyme bloku; suse qaldiranin duyme bloku; suse qaldiran duymesi; suse qaldiran blok; suseqaldiran duymesi blok; кнопкастеклоподъёмника; блокстеклоподъёмника; suseqaldiranblok; suseqaldiranduymesi,31,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-005,Моторы стёкол/люка/зеркал,electrical-motors,Güzgü matoru,Мотор зеркала,qatlanan; guzgu matoru; guzgumatoru; моторзеркала,4,Güzgü matoru; Мотор зеркала; qatlanan; guzgu matoru; guzgumatoru; моторзеркала,6,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-034,Моторы стёкол/люка/зеркал,electrical-motors,Lyuk matoru,Мотор люка,lyukmatoru; моторлюка,2,Lyuk matoru; Мотор люка; lyukmatoru; моторлюка,4,No,No,No,Yes,2026-07-21 14:10:44
EL-058,Моторы стёкол/люка/зеркал,electrical-motors,Güzgü qatlama motoru,Мотор складывания бокового зеркала,guzgu qatlama motoru,1,Güzgü qatlama motoru; Мотор складывания бокового зеркала; guzgu qatlama motoru,3,Yes,No,No,Yes,2026-07-21 14:10:44
EL-001,Моторы стёкол/люка/зеркал,electrical-motors,Şüşəqaldıran motoru,Мотор стеклоподъёмника,suseqaldiran motoru; suseqaldiranmotoru; моторстеклоподъёмника,3,Şüşəqaldıran motoru; Мотор стеклоподъёмника; suseqaldiran motoru; suseqaldiranmotoru; моторстеклоподъёмника,5,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-077,Моторы стёкол/люка/зеркал,electrical-motors,Lyuk pərdəsinin motoru,Мотор шторки люка,lyuk pərdəsinin motoru; lyukun pərdəsinin motoru; мотор шторки люка; lyuk pərdə motoru; lyuk perdesinin motoru; lyukun perdesinin motoru; lyuk perde motoru,7,lyuk pərdəsinin motoru; lyukun pərdəsinin motoru; мотор шторки люка; lyuk pərdə motoru; lyuk perdesinin motoru; lyukun perdesinin motoru; lyuk perde motoru,7,No,No,No,Yes,2026-08-22 12:15:42
EL-041,Моторы стёкол/люка/зеркал,electrical-motors,Qapı kilid mühərriyi,Моторчик замка двери (привод ЦЗ),привод цз; qapi kilid muherriyi; приводцз,3,Qapı kilid mühərriyi; Моторчик замка двери (привод ЦЗ); моторчик замка двери привод цз; привод цз; qapi kilid muherriyi; приводцз,6,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-042,Моторы стёкол/люка/зеркал,electrical-motors,Kapot kilid mühərriyi,Моторчик замка капота,kapot kilid muherriyi,1,Kapot kilid mühərriyi; Моторчик замка капота; kapot kilid muherriyi,3,No,No,No,Yes,2026-07-21 14:10:44
EL-054,Моторы стёкол/люка/зеркал,electrical-motors,Yuyucu motoru (omıvatel),Моторчик омывателя стёкол,omıvatel; omivatel; yuyucu motoru omivatel,3,Yuyucu motoru (omıvatel); Моторчик омывателя стёкол; yuyucu motoru omıvatel; omıvatel; omivatel; yuyucu motoru omivatel,6,No,No,No,Yes,2026-07-21 14:10:44
EL-072,Моторы стёкол/люка/зеркал,electrical-motors,Şüşə silənin motoru (dvornik motoru),Моторчик стеклоочистителя (дворников),дворников; dvornik motoru; şüşə silən mühərriki; suse silen muherriki; suse silenin motoru dvornik motoru; dvornikmotoru,6,Şüşə silənin motoru (dvornik motoru); Моторчик стеклоочистителя (дворников); şüşə silənin motoru dvornik motoru; моторчик стеклоочистителя дворников; дворников; dvornik motoru; şüşə silən mühərriki; suse silen muherriki; suse silenin motoru dvornik motoru; dvornikmotoru,10,No,No,No,Yes,2026-07-21 14:10:44
EL-043,Моторы стёкол/люка/зеркал,electrical-motors,Sükan kilid motoru,Моторчик/привод замка руля (электронный),моторчик замка руля; привод замка руля; электронный; sukan kilid motoru,4,Sükan kilid motoru; Моторчик/привод замка руля (электронный); моторчик привод замка руля электронный; моторчик замка руля; привод замка руля; электронный; sukan kilid motoru,7,No,No,No,Yes,2026-07-21 14:10:44
EL-002,Моторы стёкол/люка/зеркал,electrical-motors,Şüşəqaldıran mexanizmi,Стеклоподъёмник в сборе,pencere padyomniki; pəncərələrin padyomniki; pencerelerin padyomniki; xrom şüşə qaldıran; xrom suse qaldiran; suseqaldiran mexanizmi; pencerepadyomniki; pencerelerinpadyomniki; suseqaldiranmexanizmi,9,Şüşəqaldıran mexanizmi; Стеклоподъёмник в сборе; pencere padyomniki; pəncərələrin padyomniki; pencerelerin padyomniki; xrom şüşə qaldıran; xrom suse qaldiran; suseqaldiran mexanizmi; pencerepadyomniki; pencerelerinpadyomniki; suseqaldiranmexanizmi,11,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-071,Моторы стёкол/люка/зеркал,electrical-motors,Yuyucu forsunkası (jikler),Форсунка омывателя (жиклёр),жиклёр; jikler; yuyucu forsunkasi jikler,3,Yuyucu forsunkası (jikler); Форсунка омывателя (жиклёр); yuyucu forsunkası jikler; форсунка омывателя жиклёр; жиклёр; jikler; yuyucu forsunkasi jikler,7,Yes,No,No,Yes,2026-07-21 14:10:44
AU-008,Мультимедиа/акустика,acoustics,USB/CarPlay modulu (port),USB-порт / модуль CarPlay,usb порт carplay; модуль carplay; carplay modulu; usb modulu; port; модульcarplay; carplaymodulu; usbmodulu,8,USB/CarPlay modulu (port); USB-порт / модуль CarPlay; usb carplay modulu port; usb порт модуль carplay; usb порт carplay; модуль carplay; carplay modulu; usb modulu; port; модульcarplay; carplaymodulu; usbmodulu,12,No,No,No,Yes,2026-07-21 14:10:44
AK-031,Мультимедиа/акустика,acoustics,Avtomobil antenası,Автомобильная антенна,avtomobil antenasi; avtomobilantenasi; автомобильнаяантенна,3,Avtomobil antenası; Автомобильная антенна; avtomobil antenasi; avtomobilantenasi; автомобильнаяантенна,5,No,No,No,Yes,2026-07-21 14:10:44
EL-036,Мультимедиа/акустика,acoustics,Bort kompüter,Бортовой компьютер,bort komputer; bortkomputer; бортовойкомпьютер,3,Bort kompüter; Бортовой компьютер; bort komputer; bortkomputer; бортовойкомпьютер,5,No,No,No,Yes,2026-07-21 14:10:44
AK-027,Мультимедиа/акустика,acoustics,Video registrator,Видеорегистратор,videoregistrator,1,Video registrator; Видеорегистратор; videoregistrator,3,No,No,No,Yes,2026-07-21 14:10:44
AU-001,Мультимедиа/акустика,acoustics,Kalonka (dinamik),Колонка/динамик,dinamik; kalonka; qapi kalonkasi; qapı kalonkası; ön qapı kalonkası; monitor dəsti; sol tweeter dinamiki; tweeter dinamik; on qapi kalonkasi; monitor desti; qapikalonkasi; monitordesti; tweeterdinamik; kalonkadinamik; колонкадинамик,15,Kalonka (dinamik); Колонка/динамик; kalonka dinamik; колонка динамик; dinamik; kalonka; qapi kalonkasi; qapı kalonkası; ön qapı kalonkası; monitor dəsti; sol tweeter dinamiki; tweeter dinamik; on qapi kalonkasi; monitor desti; qapikalonkasi; monitordesti; tweeterdinamik; kalonkadinamik; колонкадинамик,19,No,No,No,Yes,2026-07-21 14:10:44
AU-003,Мультимедиа/акустика,acoustics,Maqnitafon (baş qurğu),Магнитола (головное устройство),головное устройство; baş qurğu; zavod maqnitafon; maqnitafon; bas qurgu; maqnitafon bas qurgu; головноеустройство; basqurgu; zavodmaqnitafon,9,Maqnitafon (baş qurğu); Магнитола (головное устройство); maqnitafon baş qurğu; магнитола головное устройство; головное устройство; baş qurğu; zavod maqnitafon; maqnitafon; bas qurgu; maqnitafon bas qurgu; головноеустройство; basqurgu; zavodmaqnitafon,13,No,No,No,Yes,2026-07-21 14:10:44
AU-005,Мультимедиа/акустика,acoustics,Midbass (dinamik növü),Мидбас (тип динамика),тип динамика; dinamik növü; dinamik novu; midbass dinamik novu; типдинамика; dinamiknovu,6,Midbass (dinamik növü); Мидбас (тип динамика); midbass dinamik növü; мидбас тип динамика; тип динамика; dinamik növü; dinamik novu; midbass dinamik novu; типдинамика; dinamiknovu,10,No,No,No,Yes,2026-07-21 14:10:44
EL-023,Мультимедиа/акустика,acoustics,Manitor (multimedia ekranı),Мультимедийный экран,multimedia ekranı; monitor; ekran; multimedia ekrani; manitor multimedia ekrani; multimediaekrani; мультимедийныйэкран,7,Manitor (multimedia ekranı); Мультимедийный экран; manitor multimedia ekranı; multimedia ekranı; monitor; ekran; multimedia ekrani; manitor multimedia ekrani; multimediaekrani; мультимедийныйэкран,10,No,No,No,Yes,2026-07-21 14:10:44
AU-007,Мультимедиа/акустика,acoustics,Radio panel (çərçivə),Накладка/рамка под магнитолу-монитор,накладка под магнитолу монитор; рамка под магнитолу монитор; çərçivə; cercive; radio panel cercive,5,Radio panel (çərçivə); Накладка/рамка под магнитолу-монитор; radio panel çərçivə; накладка рамка под магнитолу монитор; накладка под магнитолу монитор; рамка под магнитолу монитор; çərçivə; cercive; radio panel cercive,9,No,No,No,Yes,2026-07-21 14:10:44
EL-038,Мультимедиа/акустика,acoustics,Cihazlar paneli (şit),Панель приборов (щиток),щиток; şit; sürət paneli; şit qapağı; cihazlar paneli; ekran paneli; panel ekranı; sürətlər paneli; sit; suret paneli; sit qapagi; panel ekrani; suretler paneli; cihazlar paneli sit; suretpaneli; sitqapagi; cihazlarpaneli; ekranpaneli; panelekrani; suretlerpaneli,20,Cihazlar paneli (şit); Панель приборов (щиток); cihazlar paneli şit; панель приборов щиток; щиток; şit; sürət paneli; şit qapağı; cihazlar paneli; ekran paneli; panel ekranı; sürətlər paneli; sit; suret paneli; sit qapagi; panel ekrani; suretler paneli; cihazlar paneli sit; suretpaneli; sitqapagi; cihazlarpaneli; ekranpaneli; panelekrani; suretlerpaneli,24,No,No,No,Yes,2026-07-21 14:10:44
AU-004,Мультимедиа/акустика,acoustics,Manitorun çərçivəsi (montaj),Рамка для установки монитора,montaj; monitor qoruyucusu; manitorun cercivesi montaj; monitorqoruyucusu,4,Manitorun çərçivəsi (montaj); Рамка для установки монитора; manitorun çərçivəsi montaj; montaj; monitor qoruyucusu; manitorun cercivesi montaj; monitorqoruyucusu,7,No,No,No,Yes,2026-07-21 14:10:44
AU-006,Мультимедиа/акустика,acoustics,Basofka (subvufer),Сабвуфер,subvufer; basofkasubvufer,2,Basofka (subvufer); Сабвуфер; basofka subvufer; subvufer; basofkasubvufer,5,No,No,No,Yes,2026-07-21 14:10:44
AU-002,Мультимедиа/акустика,acoustics,Usilitel (sesgücləndirici),Усилитель звука,sesgücləndirici; sesguclendirici; usilitel sesguclendirici; usilitelsesguclendirici; усилительзвука,5,Usilitel (sesgücləndirici); Усилитель звука; usilitel sesgücləndirici; sesgücləndirici; sesguclendirici; usilitel sesguclendirici; usilitelsesguclendirici; усилительзвука,8,No,No,No,Yes,2026-07-21 14:10:44
SU-019,Наконечники/тяги,steering-tie-rods,Mayatnik qolunun vtulkası,Втулка маятникового рычага,mayatnik qolunun vtulkasi,1,Mayatnik qolunun vtulkası; Втулка маятникового рычага; mayatnik qolunun vtulkasi,3,No,No,No,Yes,2026-08-25 15:44:28
SU-018,Наконечники/тяги,steering-tie-rods,Mayatnik qolu,Маятниковый рычаг,mayatnikqolu; маятниковыйрычаг,2,Mayatnik qolu; Маятниковый рычаг; mayatnikqolu; маятниковыйрычаг,4,No,No,No,Yes,2026-08-25 15:43:45
SU-001,Наконечники/тяги,steering-tie-rods,Nakonechnik (sükan dartısı ucluğu),Наконечник рулевой тяги,sükan linginin başlığı; sükan dartısı ucluğu; sükan qolunun sonluğu; sükan sonluğu; sükan ucluğu; sukan linginin basligi; sukan dartisi uclugu; sukan qolunun sonlugu; sukan sonlugu; sukan uclugu; nakonechnik sukan dartisi uclugu; sukansonlugu; sukanuclugu,13,Nakonechnik (sükan dartısı ucluğu); Наконечник рулевой тяги; nakonechnik sükan dartısı ucluğu; sükan linginin başlığı; sükan dartısı ucluğu; sükan qolunun sonluğu; sükan sonluğu; sükan ucluğu; sukan linginin basligi; sukan dartisi uclugu; sukan qolunun sonlugu; sukan sonlugu; sukan uclugu; nakonechnik sukan dartisi uclugu; sukansonlugu; sukanuclugu,16,Yes,No,No,Yes,2026-07-21 14:10:44
SU-017,Наконечники/тяги,steering-tie-rods,Nakonechnik pılniki,Пыльник наконечника,sükan dartısının örtüyü; sukan dartisinin ortuyu; nakonechnik pilniki; nakonechnikpilniki; пыльникнаконечника,5,Nakonechnik pılniki; Пыльник наконечника; sükan dartısının örtüyü; sukan dartisinin ortuyu; nakonechnik pilniki; nakonechnikpilniki; пыльникнаконечника,7,Yes,No,No,Yes,2026-07-21 14:10:44
SU-002,Наконечники/тяги,steering-tie-rods,Sükan dartısı,Рулевая тяга,sükan dartısı; sukan dartisi; sukandartisi; рулеваятяга,4,Рулевая тяга; sükan dartısı; sukan dartisi; sukandartisi; рулеваятяга,5,Yes,No,No,Yes,2026-07-21 14:10:44
RG-03,Наконечники/тяги,steering-tie-rods,Rulavoy pacevnik,Рулевой подшипник,rulavoy pacevnik; rulavoy paçevnik; rulavoy podşipnik; rulevoy podshipnik; rulevoy podşipnik; rul podşipniki; podşipnik rulevoy; podşipnik rulavoy; рулевой подшипник; подшипник рулевой; steering bearing; steering shaft bearing; steering column bearing; rulavoy podsipnik; rulevoy podsipnik; rul podsipniki; podsipnik rulevoy; podsipnik rulavoy; rulavoypacevnik; rulavoypodsipnik; rulevoypodshipnik; rulevoypodsipnik; rulpodsipniki; podsipnikrulevoy; podsipnikrulavoy; рулевойподшипник; подшипникрулевой; steeringbearing,28,rulavoy pacevnik; rulavoy paçevnik; rulavoy podşipnik; rulevoy podshipnik; rulevoy podşipnik; rul podşipniki; podşipnik rulevoy; podşipnik rulavoy; рулевой подшипник; подшипник рулевой; steering bearing; steering shaft bearing; steering column bearing; rulavoy podsipnik; rulevoy podsipnik; rul podsipniki; podsipnik rulevoy; podsipnik rulavoy; rulavoypacevnik; rulavoypodsipnik; rulevoypodshipnik; rulevoypodsipnik; rulpodsipniki; podsipnikrulevoy; podsipnikrulavoy; рулевойподшипник; подшипникрулевой; steeringbearing,28,No,No,No,Yes,2026-08-22 12:15:42
SU-003,Наконечники/тяги,steering-tie-rods,Almacıq (tyaqanın),Шаровой палец тяги,tyaqanın; almacıq; tyaqanin; almaciq; almaciq tyaqanin; almaciqtyaqanin,6,Almacıq (tyaqanın); Шаровой палец тяги; almacıq tyaqanın; tyaqanın; almacıq; tyaqanin; almaciq; almaciq tyaqanin; almaciqtyaqanin,9,Yes,No,No,Yes,2026-07-21 14:10:44
TY-010,Обвесы/body kit,tuning-body-kit,Angel eyes (LED halqası),Ангельские глазки (LED-кольца в фару),led кольца в фару; led halqası; led halqasi; angel eyes led halqasi; ledhalqasi,5,Angel eyes (LED halqası); Ангельские глазки (LED-кольца в фару); angel eyes led halqası; ангельские глазки led кольца в фару; led кольца в фару; led halqası; led halqasi; angel eyes led halqasi; ledhalqasi,9,No,No,No,Yes,2026-07-21 14:10:44
TY-019,Обвесы/body kit,tuning-body-kit,Baqaj vannası (kuzov içliyi),Вкладыш кузова пикапа,baqaj vannası; baqaj vannası kuzov içliyi; kuzov içliyi; baqaj vannasi; baqaj vannasi kuzov icliyi; kuzov icliyi; baqajvannasi; kuzovicliyi,8,Baqaj vannası (kuzov içliyi); Вкладыш кузова пикапа; baqaj vannası; baqaj vannası kuzov içliyi; kuzov içliyi; baqaj vannasi; baqaj vannasi kuzov icliyi; kuzov icliyi; baqajvannasi; kuzovicliyi,10,No,No,No,Yes,2026-08-22 12:03:18
TY-005,Обвесы/body kit,tuning-body-kit,Lip (bufer alt dodağı),Губа бампера (lip),lip; bufer alt dodağı; lip spoyleri; bufer lipi; dodaq lip; dodaq lipi; qabaq buferin lipi; buferin lipi; bufer bığı; bufer alt dodagi; bufer bigi; lip bufer alt dodagi; lipspoyleri; buferlipi; dodaqlip; dodaqlipi; buferinlipi; buferbigi,18,Lip (bufer alt dodağı); Губа бампера (lip); lip bufer alt dodağı; губа бампера lip; lip; bufer alt dodağı; lip spoyleri; bufer lipi; dodaq lip; dodaq lipi; qabaq buferin lipi; buferin lipi; bufer bığı; bufer alt dodagi; bufer bigi; lip bufer alt dodagi; lipspoyleri; buferlipi; dodaqlip; dodaqlipi; buferinlipi; buferbigi,22,Yes,No,No,Yes,2026-07-21 14:10:44
TY-018,Обвесы/body kit,tuning-body-kit,Kapot küləkliyi,Дефлектор капота,kapot küləklik; kapot üçün küləklik; kapot kuleklik; kapot ucun kuleklik; kapot kulekliyi; kapotkuleklik; kapotkulekliyi; дефлекторкапота,8,Kapot küləkliyi; Дефлектор капота; kapot küləklik; kapot üçün küləklik; kapot kuleklik; kapot ucun kuleklik; kapot kulekliyi; kapotkuleklik; kapotkulekliyi; дефлекторкапота,10,No,No,No,Yes,2026-08-22 12:03:18
TY-016,Обвесы/body kit,tuning-body-kit,Baqaj örtüyü (tonno),Крышка кузова (тонно/бед-ковер),baqaj jalüzü; baqaj örtüyü; baqaj örtüyü tonno; baqaj üçün jaluz; baqaj üçün jalüz; крышка кузова тонно бед ковер; baqaj jaluzu; baqaj ortuyu; baqaj ortuyu tonno; baqaj ucun jaluz; baqajjaluzu; baqajortuyu,12,Baqaj örtüyü (tonno); Крышка кузова (тонно/бед-ковер); baqaj jalüzü; baqaj örtüyü; baqaj örtüyü tonno; baqaj üçün jaluz; baqaj üçün jalüz; крышка кузова тонно бед ковер; baqaj jaluzu; baqaj ortuyu; baqaj ortuyu tonno; baqaj ucun jaluz; baqajjaluzu; baqajortuyu,14,No,No,No,Yes,2026-08-22 12:03:18
TY-020,Обвесы/body kit,tuning-body-kit,Baqaj kabini (kunq),Кунг,baqaj kabini; baqaj kabini kunq; baqaj üçün kabin; kunq; baqaj ucun kabin; baqajkabini,6,Baqaj kabini (kunq); Кунг; baqaj kabini; baqaj kabini kunq; baqaj üçün kabin; kunq; baqaj ucun kabin; baqajkabini,8,No,No,No,Yes,2026-08-22 12:03:18
TY-003,Обвесы/body kit,tuning-body-kit,Body kit (tam tyuning dəsti),Обвес кузова (body kit),body kit; tam tyuning dəsti; bədən dəsti; body kiti; style body kit; aero kit; aero kiti; tam tyuning desti; beden desti; body kit tam tyuning desti; bedendesti; bodykiti; aerokiti,13,Body kit (tam tyuning dəsti); Обвес кузова (body kit); body kit tam tyuning dəsti; обвес кузова body kit; body kit; tam tyuning dəsti; bədən dəsti; body kiti; style body kit; aero kit; aero kiti; tam tyuning desti; beden desti; body kit tam tyuning desti; bedendesti; bodykiti; aerokiti,17,No,No,No,Yes,2026-07-21 14:10:44
TY-021,Обвесы/body kit,tuning-body-kit,"Obves paketi (M paket, AMG, S-line)","Пакет обвеса (M-пакет, AMG, S-line)",qaşlar; qaslar; m tech ablicovka,3,"Obves paketi (M paket, AMG, S-line); Пакет обвеса (M-пакет, AMG, S-line); obves paketi m paket amg s line; пакет обвеса m пакет amg s line; qaşlar; qaslar; m tech ablicovka",7,No,No,No,Yes,2026-08-26 14:16:05
TY-009,Обвесы/body kit,tuning-body-kit,Rəsniçka (fara üstü naklatka),Реснички на фары (накладки-«брови»),накладки брови; fara üstü naklatka; fara qaşı; işıq qaşı; ışıq qaşı; fara ustu naklatka; fara qasi; isiq qasi; resnicka fara ustu naklatka; накладкиброви; faraqasi; isiqqasi,12,Rəsniçka (fara üstü naklatka); Реснички на фары (накладки-«брови»); rəsniçka fara üstü naklatka; реснички на фары накладки брови; накладки брови; fara üstü naklatka; fara qaşı; işıq qaşı; ışıq qaşı; fara ustu naklatka; fara qasi; isiq qasi; resnicka fara ustu naklatka; накладкиброви; faraqasi; isiqqasi,16,Yes,No,No,Yes,2026-07-21 14:10:44
TY-015,Обвесы/body kit,tuning-body-kit,Tent (örtük),Тент (мягкий верх/чехол кузова),tavan çadır; tavan çadırı; tent; tent örtük; тент мягкий верх чехол кузова; tavan cadir; tavan cadiri; tent ortuk; tavancadir; tavancadiri; tentortuk,11,Tent (örtük); Тент (мягкий верх/чехол кузова); tavan çadır; tavan çadırı; tent; tent örtük; тент мягкий верх чехол кузова; tavan cadir; tavan cadiri; tent ortuk; tavancadir; tavancadiri; tentortuk,13,No,No,No,Yes,2026-08-22 12:03:18
AK-037,Обшивки/салон,interior-trim,Salon taxta örtüyü,Деревянная накладка салона,salon taxta ortuyu,1,Salon taxta örtüyü; Деревянная накладка салона; salon taxta ortuyu,3,No,No,Yes,Yes,2026-08-25 15:40:42
KZ-062,Обшивки/салон,interior-trim,Ön stoyka üzlüyü,Обшивка передней стойки,внутренняя; stoykanın plastması; iç stoyka plastmas; stoykanin plastmasi; ic stoyka plastmas; on stoyka uzluyu; stoykaninplastmasi,7,Ön stoyka üzlüyü; Обшивка передней стойки; внутренняя; stoykanın plastması; iç stoyka plastmas; stoykanin plastmasi; ic stoyka plastmas; on stoyka uzluyu; stoykaninplastmasi,9,Yes,Yes,No,Yes,2026-07-21 14:10:44
MU-017,Опоры двигателя,engine-mounts,Mühərrik yastığı,Подушка двигателя,mühərrik yatağı; подушка двигателя правая сторона; mator paduşqası sağ; muherrik yatagi; mator padusqasi sag; muherrik yastigi; muherrikyatagi; muherrikyastigi; подушкадвигателя,9,Mühərrik yastığı; Подушка двигателя; mühərrik yatağı; подушка двигателя правая сторона; mator paduşqası sağ; muherrik yatagi; mator padusqasi sag; muherrik yastigi; muherrikyatagi; muherrikyastigi; подушкадвигателя,11,Yes,Yes,Yes,Yes,2026-07-21 14:10:44
MU-018,Опоры двигателя,engine-mounts,Karopka yastığı,Подушка коробки передач,karopkanın poduşkası; karopkanin poduskasi; sürətlər qutusu yastığı; sürətlər qutusunun yastığı; transmissiya yastığı; suretler qutusu yastigi; suretler qutusunun yastigi; transmissiya yastigi; karopka yastigi; karopkaninpoduskasi; transmissiyayastigi; karopkayastigi,12,Karopka yastığı; Подушка коробки передач; karopkanın poduşkası; karopkanin poduskasi; sürətlər qutusu yastığı; sürətlər qutusunun yastığı; transmissiya yastığı; suretler qutusu yastigi; suretler qutusunun yastigi; transmissiya yastigi; karopka yastigi; karopkaninpoduskasi; transmissiyayastigi; karopkayastigi,14,Yes,Yes,Yes,Yes,2026-07-21 14:10:44
EL-063,Освещение,electrical-lighting,Rozjiq bloku (ksenon),Блок розжига (балласт ксенона),балласт ксенона; ksenon; балластксенона,3,Rozjiq bloku (ksenon); Блок розжига (балласт ксенона); rozjiq bloku ksenon; блок розжига балласт ксенона; балласт ксенона; ksenon; балластксенона,7,Yes,No,No,Yes,2026-07-21 14:10:44
EL-066,Освещение,electrical-lighting,LCM (işıq idarəetmə bloku),Блок управления светом (LCM),lcm; işıq idarəetmə bloku; isiq idareetme bloku; lcm isiq idareetme bloku,4,LCM (işıq idarəetmə bloku); Блок управления светом (LCM); lcm işıq idarəetmə bloku; блок управления светом lcm; lcm; işıq idarəetmə bloku; isiq idareetme bloku; lcm isiq idareetme bloku,8,No,No,No,Yes,2026-07-21 14:10:44
EL-047,Освещение,electrical-lighting,Duman fara düyməsi,Кнопка противотуманных фар,duman fara duymesi,1,Duman fara düyməsi; Кнопка противотуманных фар; duman fara duymesi,3,No,No,No,Yes,2026-07-21 14:10:44
EL-025,Освещение,electrical-lighting,Lampa,Лампа,podfarnik; потфарник; подфарник; qabarit isigi; габаритный огонь; qabaritisigi; габаритныйогонь,7,Lampa; Лампа; podfarnik; потфарник; подфарник; qabarit isigi; габаритный огонь; qabaritisigi; габаритныйогонь,9,No,No,No,Yes,2026-07-21 14:10:44
EL-055,Освещение,electrical-lighting,Lampa patronu,Патрон лампы (цоколь),цоколь; lampapatronu,2,Lampa patronu; Патрон лампы (цоколь); патрон лампы цоколь; цоколь; lampapatronu,5,Yes,Yes,No,Yes,2026-07-21 14:10:44
EL-024,Освещение,electrical-lighting,Salon plafonu,Плафон освещения салона,salon plafon; salonplafon; salonplafonu,3,Salon plafonu; Плафон освещения салона; salon plafon; salonplafon; salonplafonu,5,No,No,No,Yes,2026-07-21 14:10:44
EL-012,Освещение,electrical-lighting,Dönmə işığı qolu (kombi keçirici),Подрулевой переключатель света/поворотников,подрулевой переключатель поворотников; подрулевой переключатель света; kombi keçirici; kombi kecirici; donme isigi qolu kombi kecirici; kombikecirici,6,Dönmə işığı qolu (kombi keçirici); Подрулевой переключатель света/поворотников; dönmə işığı qolu kombi keçirici; подрулевой переключатель света поворотников; подрулевой переключатель поворотников; подрулевой переключатель света; kombi keçirici; kombi kecirici; donme isigi qolu kombi kecirici; kombikecirici,10,No,No,No,Yes,2026-07-21 14:10:44
